freq1,noise,max_magnitude,total_gain_db,base_pwr_db,rssi,relpwr_db,avgpwr_db,label
5805,-102,38,60,401,29,14,58,1
5805,-102,42,78,382,11,8,57,1
2442,-101,49,74,386,5,7,49,0
2447,-101,93,74,386,5,16,52,0
2457,-101,86,81,379,5,13,55,0
2432,-102,35,81,380,5,13,56,0
5200,-102,40,75,385,12,10,58,1
5805,-102,50,61,399,26,16,59,1
2417,-102,35,81,380,4,11,53,0
5805,-102,58,61,399,27,14,59,1
2457,-102,46,81,380,5,8,54,0
2462,-102,97,78,382,11,16,56,0
5805,-102,39,61,400,27,14,59,1
5805,-102,30,59,401,28,12,57,1
2422,-102,47,81,380,4,5,55,0
2427,-102,45,80,380,7,13,55,0
2457,-101,104,74,385,5,13,50,0
2437,-102,45,76,385,11,19,58,0
2432,-102,86,81,380,9,14,57,0
2427,-101,170,74,386,12,18,57,0
5805,-102,58,61,399,26,17,59,1
2447,-101,106,74,386,14,14,55,0
5805,-102,33,59,402,29,14,58,1
5805,-102,43,62,398,25,15,61,1
5805,-102,40,61,399,27,13,59,1
2452,-101,104,74,385,4,12,51,0
2447,-101,93,69,391,4,15,47,0
2412,-108,25,81,386,9,10,53,0
5200,-102,54,77,384,11,9,60,1
5805,-102,44,62,399,26,13,60,1
2432,-102,95,74,386,4,12,49,0
5805,-102,41,60,401,28,16,58,1
2427,-101,95,77,382,8,16,55,0
2412,-108,112,74,392,16,3,52,0
2452,-102,97,81,380,5,12,55,0
5805,-102,31,60,400,28,12,58,1
2412,-107,119,74,391,9,13,52,0
5805,-102,36,61,400,26,17,59,1
5805,-102,47,61,400,28,15,60,1
5805,-102,35,60,401,28,16,57,1
2442,-101,94,81,379,5,14,57,0
2452,-101,41,81,379,3,13,55,0
2457,-102,35,74,386,8,11,50,0
5805,-102,34,59,401,29,15,57,1
2457,-102,59,81,380,5,10,55,0
2457,-102,41,74,387,6,14,49,0
2462,-102,47,81,380,5,16,57,0
2432,-102,91,74,386,3,12,50,0
2457,-102,45,81,380,11,12,57,0
2427,-102,44,81,380,6,14,56,0
5805,-102,33,60,400,27,13,58,1
5805,-102,30,59,401,28,15,57,1
5805,-102,52,61,400,26,16,60,1
2422,-102,40,81,380,5,6,55,0
2427,-102,91,81,380,4,9,53,0
5785,-102,39,71,389,13,1,54,1
5785,-102,58,70,391,16,0,54,1
2422,-102,101,81,380,6,9,55,0
5805,-102,35,61,399,27,14,59,1
2427,-101,115,81,379,6,14,57,0
5805,-102,38,60,400,27,14,58,1
2422,-101,25,74,385,6,10,49,0
2447,-101,46,69,390,5,11,45,0
5805,-102,37,61,400,27,16,59,1
2412,-107,62,72,393,21,18,58,0
2427,-102,41,74,387,7,8,48,0
2457,-101,91,81,379,5,13,57,0
2442,-101,50,74,386,5,12,50,0
2452,-101,103,74,386,4,13,51,0
5805,-102,55,62,399,26,16,60,1
2412,-109,62,74,394,13,15,52,0
5805,-102,42,61,400,27,17,59,1
5805,-102,33,82,378,11,9,58,1
5805,-102,27,60,401,28,13,58,1
5805,-102,38,60,400,27,15,58,1
2462,-102,47,74,386,5,13,50,0
2457,-102,37,74,386,6,9,49,0
2457,-102,52,69,392,7,14,46,0
5805,-102,28,59,402,29,12,57,1
2442,-101,84,81,379,4,13,57,0
2427,-102,100,81,380,5,12,55,0
5240,-102,26,72,388,13,9,56,1
2452,-102,102,74,386,5,14,51,0
5805,-102,48,60,401,29,16,59,1
5805,-102,48,59,401,29,14,58,1
5805,-102,39,80,380,12,8,58,1
5805,-102,33,59,401,28,14,57,1
2412,-107,47,80,386,14,8,57,0
2442,-101,39,74,386,5,11,48,0
2427,-101,106,81,379,5,3,57,0
2432,-102,58,74,387,13,17,59,0
2417,-102,40,81,380,7,14,57,0
2442,-101,109,74,385,4,13,51,0
2432,-102,106,74,386,8,15,52,0
2447,-101,72,81,379,6,11,55,0
5805,-102,37,60,400,28,13,58,1
5805,-102,23,78,383,11,10,56,1
2417,-102,43,81,380,5,10,55,0
5805,-102,30,79,381,11,9,57,1
5805,-102,35,61,399,27,15,58,1
5805,-102,40,61,400,26,13,59,1
2442,-102,42,81,380,3,14,54,0
2462,-101,83,74,386,14,10,57,0
5200,-102,45,76,384,11,9,59,1
5805,-102,39,60,400,26,16,59,1
2452,-101,58,74,385,6,12,51,0
5805,-102,35,60,400,28,16,58,1
2427,-102,40,74,386,9,12,52,0
5805,-102,28,59,401,28,13,57,1
5805,-102,37,61,399,25,16,59,1
5805,-102,35,60,400,27,15,57,1
5805,-102,40,61,399,26,13,58,1
2442,-102,58,81,380,7,14,58,0
2422,-101,52,72,388,15,10,57,0
5805,-102,37,60,400,28,15,58,1
2412,-109,38,63,404,20,13,46,0
2412,-108,70,81,386,17,15,57,0
2457,-101,104,74,386,6,15,52,0
5805,-102,44,62,398,14,11,46,1
5805,-102,45,60,401,27,16,58,1
5805,-102,40,61,399,26,15,59,1
5805,-102,29,60,400,28,14,57,1
2452,-101,106,81,379,5,13,56,0
2427,-101,69,77,382,6,1,53,0
5805,-102,42,61,400,27,16,60,1
2437,-102,87,81,380,5,6,55,0
5200,-102,43,76,384,12,9,58,1
2422,-102,43,81,380,3,5,55,0
5805,-102,48,61,400,27,13,59,1
5180,-102,20,67,393,18,10,53,1
2417,-102,37,81,380,6,11,55,0
5805,-102,32,60,400,26,15,58,1
2452,-101,59,74,385,5,11,51,0
2422,-102,92,81,380,5,9,56,0
2422,-102,95,75,385,14,16,57,0
5805,-102,43,60,401,28,16,58,1
5180,-102,40,75,386,12,10,59,1
2427,-102,47,81,380,6,11,55,0
5805,-102,35,80,381,11,8,59,1
5805,-102,39,60,401,27,16,59,1
5805,-102,35,59,401,29,15,56,1
2442,-101,82,81,379,3,2,55,0
5805,-102,45,60,401,27,15,59,1
5805,-102,34,60,400,28,15,59,1
5805,-102,43,60,400,27,15,58,1
5805,-102,31,59,401,29,15,57,1
5805,-102,47,61,399,27,13,59,1
2437,-102,59,75,386,13,19,56,0
2427,-102,41,81,380,8,9,55,0
5805,-102,37,61,400,27,13,59,1
5805,-102,29,60,401,29,13,58,1
2422,-101,55,73,387,13,11,57,0
5805,-102,32,68,393,13,10,48,1
5805,-102,33,59,402,28,15,57,1
5805,-102,47,61,400,27,16,59,1
2417,-102,40,81,380,3,4,54,0
5805,-102,30,58,402,28,16,56,1
5745,-102,41,82,379,10,8,58,1
2432,-101,23,81,379,4,12,54,0
5805,-102,47,62,399,26,12,60,1
2412,-108,33,81,386,8,12,53,0
2422,-102,46,69,392,11,12,48,0
5805,-102,40,82,378,10,9,60,1
2422,-101,70,79,380,13,12,57,0
5805,-102,38,60,400,28,17,59,1
2457,-101,117,77,383,11,18,57,0
2442,-101,22,81,379,5,13,54,0
5805,-102,38,60,400,28,17,58,1
5745,-102,27,80,380,10,8,57,1
2452,-101,62,81,379,6,13,56,0
2457,-102,45,74,386,6,12,50,0
5805,-102,37,60,401,28,15,58,1
2427,-101,102,81,379,5,12,55,0
2457,-102,58,81,380,4,14,56,0
2432,-102,43,81,380,7,14,56,0
5805,-102,44,60,400,27,14,58,1
5805,-102,36,80,380,11,10,59,1
2432,-102,49,75,386,15,15,57,0
2442,-102,111,81,380,5,12,55,0
2427,-102,52,74,386,4,11,49,0
5805,-102,40,62,398,26,18,59,1
2457,-101,102,80,380,8,16,57,0
5805,-102,43,61,399,27,17,59,1
2462,-102,28,81,380,4,12,54,0
5805,-102,36,60,401,28,16,58,1
2422,-102,35,81,380,4,4,54,0
2412,-108,61,78,389,22,16,58,0
2442,-101,88,81,379,5,13,55,0
5805,-102,32,61,400,26,12,59,1
5805,-102,38,60,401,28,14,58,1
2457,-101,51,72,388,14,20,56,0
5765,-102,82,80,381,12,9,59,1
5805,-102,33,61,399,27,15,59,1
2432,-101,48,81,379,5,12,55,0
5805,-102,51,60,400,28,16,58,1
5805,-102,37,61,399,27,14,59,1
5805,-102,41,62,399,27,15,59,1
5805,-102,32,80,381,8,9,58,1
5805,-102,32,68,392,10,11,49,1
5805,-102,27,59,401,29,16,57,1
2447,-101,55,74,385,5,13,51,0
2417,-103,87,81,381,4,3,55,0
5805,-102,33,60,401,28,13,58,1
2462,-101,56,76,383,9,3,54,0
2417,-102,48,81,380,3,9,53,0
5805,-102,26,59,401,29,16,57,1
5765,-102,35,76,385,14,10,56,1
2462,-102,51,81,380,6,16,56,0
5805,-102,41,61,400,27,15,59,1
2462,-102,38,74,386,6,13,49,0
5805,-102,37,60,400,27,13,58,1
2427,-102,59,68,393,17,9,54,0
5785,-102,49,71,389,15,1,54,1
5180,-102,45,77,384,11,11,60,1
5805,-102,34,60,400,27,13,58,1
2442,-101,40,81,379,4,12,54,0
2427,-102,91,81,380,10,14,56,0
2457,-102,41,81,380,5,12,54,0
5805,-102,50,62,399,27,15,60,1
2417,-102,67,76,385,12,16,56,0
5805,-102,33,61,400,26,16,58,1
2422,-102,94,81,380,4,5,55,0
2422,-102,79,81,380,5,7,57,0
5805,-102,44,82,378,9,10,59,1
5805,-102,41,61,400,27,16,59,1
2412,-108,78,80,386,13,16,58,0
5745,-102,36,82,379,9,8,58,1
5785,-102,49,70,390,15,2,54,1
2442,-101,26,81,379,5,13,54,0
5805,-102,26,80,380,11,8,57,1
5805,-102,30,60,400,29,15,57,1
2462,-102,46,74,386,3,12,49,0
5805,-102,42,61,400,27,15,59,1
2412,-108,93,81,386,10,12,56,0
5805,-102,47,61,399,26,17,59,1
5805,-102,57,61,400,25,16,59,1
2412,-107,45,81,385,13,11,58,0
2452,-102,96,81,380,6,12,55,0
2422,-102,92,79,381,9,15,58,0
5805,-102,38,61,400,28,15,60,1
2447,-101,55,81,379,3,10,54,0
2442,-101,101,74,386,4,11,51,0
5785,-102,34,68,393,16,3,53,1
2427,-102,47,74,387,5,15,50,0
2442,-102,69,76,384,12,19,62,0
2447,-101,35,81,379,3,14,55,0
2457,-102,53,81,380,5,15,56,0
5805,-102,44,61,399,26,15,59,1
2457,-101,96,81,379,4,13,55,0
5805,-102,37,82,379,10,8,59,1
5805,-102,39,60,401,27,13,58,1
5805,-102,41,61,399,26,15,58,1
2427,-102,127,74,387,15,14,53,0
5805,-102,39,61,400,27,15,59,1
2462,-102,49,81,380,4,14,55,0
2412,-107,51,74,392,8,13,49,0
2422,-101,41,81,379,4,14,55,0
5805,-102,36,60,400,27,17,58,1
5805,-102,35,59,401,29,12,57,1
2457,-102,43,74,386,4,11,49,0
2422,-102,93,74,386,15,14,55,0
5805,-102,29,59,401,28,15,57,1
2457,-102,57,81,380,6,15,57,0
5805,-102,29,57,403,30,14,56,1
5805,-102,31,59,401,28,16,57,1
2447,-101,43,69,390,5,14,47,0
2417,-102,40,74,386,5,9,49,0
2447,-101,52,81,379,4,12,54,0
2452,-102,33,81,380,7,7,56,0
5805,-102,39,80,381,10,10,59,1
5805,-102,41,61,400,26,16,59,1
2462,-102,96,74,387,4,14,51,0
2422,-102,95,81,380,3,13,55,0
5805,-102,37,60,400,27,15,58,1
2432,-102,108,74,386,5,15,51,0
5805,-102,33,59,401,29,14,57,1
5805,-102,35,60,400,27,15,59,1
5805,-102,42,61,400,27,15,59,1
2462,-102,74,80,381,8,9,57,0
2457,-101,100,74,385,4,15,51,0
5805,-102,37,61,400,26,16,59,1
5805,-102,36,61,400,27,15,59,1
5805,-102,36,61,399,27,15,59,1
2447,-101,89,81,379,5,12,55,0
2417,-102,88,74,387,14,12,58,0
5805,-102,47,62,399,26,14,60,1
2447,-101,68,78,382,10,12,57,0
5805,-102,48,61,400,26,14,59,1
5805,-102,31,62,399,27,12,58,1
2452,-101,105,74,386,5,13,51,0
2457,-102,41,81,380,5,12,54,0
5805,-102,45,61,399,27,15,59,1
2417,-103,95,81,381,5,15,55,0
5805,-102,38,61,400,28,14,58,1
5765,-102,48,78,382,13,10,59,1
5805,-102,34,60,401,28,16,58,1
5805,-102,38,60,400,28,14,58,1
5805,-102,37,60,401,28,14,58,1
5805,-102,44,60,401,27,16,58,1
2432,-101,73,78,381,8,8,56,0
2457,-102,45,74,387,6,15,49,0
2452,-101,50,81,379,4,8,55,0
5805,-102,36,80,380,11,9,60,1
2417,-102,41,81,380,4,4,54,0
5805,-102,50,61,399,28,16,59,1
2432,-101,101,81,379,5,10,57,0
5805,-102,47,62,399,26,16,59,1
5180,-102,37,74,387,13,9,59,1
2417,-102,118,78,383,12,15,57,0
5805,-102,35,60,400,27,12,58,1
2462,-101,112,81,379,5,10,56,0
2432,-102,90,74,386,6,13,53,0
2447,-101,46,81,379,4,13,54,0
2412,-107,36,74,392,10,11,48,0
5805,-102,40,62,399,26,15,60,1
5805,-102,34,60,401,28,15,59,1
5240,-102,32,75,385,11,8,57,1
2427,-101,66,78,381,7,3,54,0
2417,-102,38,74,387,17,15,51,0
5805,-102,31,60,401,28,14,59,1
5805,-102,42,61,399,27,14,59,1
5805,-102,33,59,401,28,16,57,1
2432,-101,84,75,384,11,13,60,0
5805,-102,35,61,400,27,13,59,1
5805,-102,33,65,395,14,12,48,1
2412,-107,45,81,385,12,16,59,0
2447,-101,84,81,379,5,14,56,0
2442,-101,56,81,379,3,13,55,0
5805,-102,36,61,399,26,15,59,1
5805,-102,25,59,401,29,14,57,1
2447,-101,85,77,382,6,0,51,0
5805,-102,43,75,385,12,9,55,1
2412,-107,48,74,392,8,12,49,0
2417,-102,108,70,390,15,21,57,0
2462,-102,66,80,380,5,5,54,0
2417,-101,40,78,381,10,16,57,0
2442,-101,52,81,379,4,13,55,0
5805,-102,42,61,400,27,16,59,1
2442,-102,120,81,380,4,13,55,0
2417,-101,60,68,391,19,18,57,0
5805,-102,49,62,398,26,15,59,1
5805,-102,40,61,400,26,16,58,1
2442,-102,44,81,380,4,13,54,0
2447,-101,61,81,379,5,15,58,0
2462,-102,39,74,387,7,15,50,0
2427,-102,36,79,381,9,1,54,0
5805,-102,49,62,399,25,13,60,1
2442,-102,46,81,380,2,13,55,0
2432,-101,119,81,379,5,12,56,0
2427,-102,54,76,384,11,8,56,0
5805,-102,32,80,381,10,8,57,1
5805,-102,28,59,401,29,15,57,1
2427,-102,95,81,380,4,13,55,0
5805,-102,37,61,400,26,16,59,1
5785,-102,49,70,390,15,1,54,1
5805,-102,40,60,400,28,15,58,1
2442,-101,39,74,386,4,10,49,0
5240,-102,44,76,385,12,9,59,1
5180,-102,51,70,390,15,11,60,1
5805,-102,35,80,381,10,8,58,1
2412,-108,145,79,387,17,16,55,0
5805,-102,30,60,401,27,14,58,1
5180,-102,65,76,385,11,8,60,1
2427,-102,91,81,380,5,10,56,0
2427,-102,68,78,382,9,1,53,0
5805,-102,37,61,400,27,15,59,1
2462,-102,60,81,380,5,14,56,0
5805,-102,45,62,399,27,16,60,1
5805,-102,38,63,398,25,12,60,1
2432,-102,45,81,380,4,11,54,0
2427,-102,96,74,387,12,12,55,0
2457,-101,94,74,386,10,10,55,0
5805,-102,43,61,400,27,14,59,1
5805,-102,41,60,401,27,13,58,1
2462,-102,32,81,380,5,14,56,0
2432,-102,41,81,380,8,15,57,0
2447,-101,58,80,379,10,9,58,0
5805,-102,31,59,401,28,15,57,1
5785,-102,45,70,390,16,2,53,1
2457,-101,106,81,379,4,12,58,0
5805,-102,39,61,399,28,15,60,1
5785,-102,61,72,388,16,2,56,1
5805,-102,42,60,400,27,17,59,1
2417,-101,43,81,379,4,10,55,0
2432,-101,59,81,379,7,14,55,0
2462,-102,55,81,380,6,13,55,0
2442,-101,99,74,385,5,14,51,0
2422,-102,64,81,380,6,12,57,0
2427,-101,117,74,386,9,13,54,0
5805,-102,35,65,395,13,8,47,1
2432,-102,99,81,380,9,10,57,0
2432,-102,52,81,380,6,14,58,0
2422,-101,53,81,379,5,14,55,0
5200,-102,26,75,385,11,10,58,1
5805,-102,30,61,399,27,13,59,1
2427,-101,107,74,385,5,15,51,0
5745,-102,64,83,377,9,9,60,1
2452,-102,49,81,380,6,8,57,0
2447,-101,128,76,383,12,17,54,0
5765,-102,69,78,382,14,10,58,1
2442,-101,84,81,379,4,13,56,0
2417,-103,103,74,388,6,15,52,0
5805,-102,44,61,400,28,14,59,1
2462,-102,49,81,380,5,14,56,0
5805,-102,36,60,400,27,14,57,1
5240,-102,30,75,385,11,8,57,1
5805,-102,32,81,380,10,10,58,1
2437,-101,102,74,386,5,15,51,0
5240,-102,44,78,383,10,8,60,1
5805,-102,35,61,399,26,13,58,1
2452,-101,104,81,379,6,13,58,0
5805,-102,32,60,401,26,14,58,1
2422,-101,41,74,386,7,13,49,0
2447,-101,102,74,386,5,13,51,0
5805,-102,33,60,400,27,13,58,1
5805,-102,50,63,398,24,14,61,1
2447,-101,43,74,386,5,13,49,0
2442,-102,51,78,382,10,15,58,0
5805,-102,28,59,401,30,13,57,1
5805,-102,44,61,399,27,15,59,1
2422,-101,88,81,379,8,9,57,0
5805,-102,41,61,400,28,15,59,1
5805,-102,45,62,399,26,15,60,1
2462,-102,35,81,380,5,16,57,0
2422,-102,42,81,380,4,2,55,0
2427,-102,111,81,380,5,7,55,0
2457,-101,92,81,379,5,13,56,0
2462,-102,58,81,380,6,11,55,0
5240,-102,36,75,385,12,8,59,1
5805,-102,40,83,378,12,9,59,1
2417,-102,58,81,380,5,5,54,0
2452,-101,152,71,389,14,17,53,0
2447,-101,38,81,379,5,11,54,0
5805,-102,33,80,380,12,10,58,1
5745,-102,34,82,379,11,9,59,1
2417,-102,43,81,380,4,13,54,0
2422,-102,100,74,387,6,14,51,0
5805,-102,43,82,379,9,9,59,1
2427,-101,118,79,381,9,15,57,0
5805,-102,38,61,399,28,14,59,1
2427,-102,36,81,380,5,12,55,0
2452,-101,101,74,386,6,14,51,0
2417,-102,91,81,380,6,16,58,0
2457,-102,50,81,380,5,9,54,0
2442,-101,94,81,379,4,15,56,0
2462,-101,109,78,381,10,16,58,0
5805,-102,40,61,400,27,15,59,1
2447,-101,100,81,379,4,13,56,0
5805,-102,46,60,400,28,14,58,1
5805,-102,47,62,399,27,17,60,1
5805,-102,32,60,401,28,14,58,1
2452,-102,36,81,380,6,12,57,0
5805,-102,37,60,401,28,17,58,1
5805,-102,41,61,400,26,15,59,1
5180,-102,62,74,387,12,8,63,1
5805,-102,34,61,399,27,14,59,1
5745,-102,33,82,379,12,7,58,1
2452,-102,97,74,386,5,12,51,0
2437,-102,102,81,380,5,11,56,0
5805,-102,33,60,401,28,13,58,1
2452,-101,130,80,379,8,15,57,0
2457,-102,46,81,380,5,14,57,0
2452,-101,28,81,379,4,13,54,0
5805,-102,30,59,402,29,14,56,1
5805,-102,50,81,379,10,8,59,1
2412,-108,107,74,393,10,12,51,0
5805,-102,31,59,401,28,13,56,1
5805,-102,28,59,401,29,15,57,1
2437,-102,96,81,380,4,13,55,0
2432,-102,45,81,380,4,10,54,0
2447,-101,46,69,391,5,12,45,0
5805,-102,36,60,401,28,15,58,1
2437,-101,64,81,379,4,8,55,0
2447,-101,30,81,379,3,14,55,0
2462,-102,44,81,380,4,12,55,0
2432,-102,45,81,380,4,12,55,0
5805,-102,25,58,402,30,14,56,1
5805,-102,42,60,400,27,15,58,1
5805,-102,41,81,380,12,8,58,1
5805,-102,41,59,401,29,17,57,1
5805,-102,47,61,400,27,11,59,1
2437,-101,90,74,386,5,13,51,0
5805,-102,46,61,399,25,16,59,1
5805,-102,35,61,400,27,15,59,1
5805,-102,33,79,381,9,11,58,1
2422,-102,57,81,380,5,13,55,0
5805,-102,37,61,400,27,15,59,1
2462,-101,92,81,379,4,7,56,0
5805,-102,31,59,401,29,16,57,1
2422,-102,104,81,380,5,13,56,0
5805,-102,53,62,399,26,14,59,1
2432,-102,81,81,380,5,12,57,0
2427,-102,60,81,380,6,13,55,0
5785,-102,49,71,390,15,2,54,1
2432,-102,89,81,380,4,9,55,0
5805,-102,37,60,401,28,13,58,1
5180,-102,42,76,385,11,9,60,1
2452,-102,116,81,380,5,12,55,0
2447,-101,60,75,384,10,12,58,0
5805,-102,51,61,400,25,17,60,1
2462,-102,103,77,384,11,15,57,0
2412,-108,96,81,386,7,12,54,0
5180,-102,48,74,387,13,8,62,1
2462,-102,67,74,386,10,16,52,0
2447,-101,48,74,385,4,11,50,0
2457,-101,107,69,390,18,20,53,0
2447,-101,34,81,379,5,12,54,0
5805,-102,58,62,399,29,17,60,1
5805,-102,35,60,400,27,14,58,1
5805,-102,38,61,399,25,16,59,1
2437,-102,37,81,380,6,13,56,0
2417,-102,87,77,383,10,14,57,0
5805,-102,47,60,400,28,15,57,1
5805,-102,45,82,379,8,10,59,1
2432,-101,48,74,385,8,12,52,0
2432,-102,59,79,381,9,16,56,0
5805,-102,33,61,400,25,15,59,1
2457,-102,27,81,380,5,12,55,0
2462,-102,43,74,387,4,8,49,0
5805,-102,46,61,399,26,14,59,1
2432,-102,75,72,389,13,6,55,0
2462,-101,69,78,381,8,7,56,0
5745,-102,37,82,378,10,7,59,1
5805,-102,36,60,401,28,14,58,1
2442,-102,105,81,380,3,11,54,0
2422,-101,89,81,379,7,11,59,0
2447,-101,93,81,379,5,13,55,0
5765,-102,43,78,383,12,9,57,1
2457,-102,56,81,380,5,12,56,0
5805,-102,37,60,401,27,16,58,1
2437,-101,109,74,386,3,11,51,0
2457,-101,99,69,390,5,14,48,0
2462,-102,90,81,380,3,14,56,0
5805,-102,41,61,399,27,13,60,1
2427,-102,33,74,386,8,11,50,0
5805,-102,37,60,400,26,16,58,1
5180,-102,32,74,387,13,9,57,1
2437,-102,51,81,380,5,15,55,0
5805,-102,40,81,379,11,9,59,1
5745,-102,38,81,379,12,8,58,1
5805,-102,41,61,399,25,14,58,1
5200,-102,73,77,384,10,10,63,1
5805,-102,52,61,400,26,17,59,1
2437,-101,49,74,386,2,9,51,0
5805,-102,34,60,401,28,14,58,1
5180,-102,93,77,384,11,12,63,1
2432,-101,99,81,379,5,15,57,0
2412,-108,94,81,386,9,12,55,0
5805,-102,49,63,398,24,12,60,1
5805,-102,33,60,400,28,12,57,1
2412,-108,100,74,393,9,11,50,0
2427,-102,62,80,381,5,4,54,0
5805,-102,38,61,400,26,14,59,1
2427,-102,45,74,386,5,13,50,0
2427,-102,88,81,380,5,12,54,0
5745,-102,36,81,380,10,7,58,1
5805,-102,33,80,380,11,8,57,1
5805,-102,40,60,400,27,13,57,1
5805,-102,30,61,399,27,15,59,1
2452,-101,116,74,386,4,14,52,0
2447,-101,43,81,379,5,12,54,0
2452,-102,46,74,387,13,14,57,0
5805,-102,34,68,393,12,8,48,1
5805,-102,41,61,400,28,14,59,1
2427,-102,39,75,385,13,6,55,0
2417,-102,58,81,380,5,9,54,0
5805,-102,40,60,401,26,12,57,1
2422,-102,104,81,380,8,11,58,0
2457,-102,65,81,380,6,14,56,0
5805,-102,32,79,382,11,9,57,1
2437,-102,99,81,380,8,12,58,0
2457,-102,38,69,392,9,14,46,0
2462,-102,112,74,386,4,15,52,0
5805,-102,33,60,400,27,15,58,1
2452,-102,83,81,380,5,9,55,0
2412,-108,96,81,386,8,9,53,0
5805,-102,37,59,401,29,14,57,1
2422,-101,37,74,386,5,12,51,0
5805,-102,51,61,399,26,17,59,1
5805,-102,35,61,400,27,16,59,1
2447,-101,41,69,391,6,16,47,0
2437,-101,123,79,381,10,15,56,0
2422,-102,40,81,380,5,13,54,0
5805,-102,38,62,398,25,12,59,1
5805,-102,39,59,401,29,14,58,1
5805,-102,41,61,400,28,13,59,1
2432,-101,45,74,386,6,9,49,0
5805,-102,41,61,399,27,15,59,1
5805,-102,38,61,400,27,15,59,1
2422,-101,41,81,379,4,12,54,0
2452,-102,46,74,386,6,12,52,0
5805,-102,41,61,400,26,15,59,1
5805,-102,32,81,380,11,8,58,1
5805,-102,27,79,381,11,7,57,1
2417,-103,107,69,392,11,18,49,0
2447,-101,42,74,385,3,8,49,0
2417,-102,54,79,382,12,11,58,0
2412,-107,73,69,397,23,22,58,0
5805,-102,46,62,398,25,16,60,1
5805,-102,33,60,400,26,13,58,1
2462,-101,66,78,382,11,16,57,0
5805,-102,32,60,400,27,13,58,1
5805,-102,31,60,400,28,14,58,1
5785,-102,31,68,392,19,3,53,1
5805,-102,49,62,399,26,14,60,1
5805,-102,42,61,400,27,15,58,1
5805,-102,50,61,400,26,14,60,1
5805,-102,45,61,399,26,14,59,1
5805,-102,46,61,400,28,14,59,1
2427,-102,48,74,387,11,8,55,0
2427,-102,24,74,386,6,11,48,0
5805,-102,34,59,402,32,15,58,1
2432,-102,95,73,387,16,13,56,0
2437,-101,39,81,379,5,13,55,0
5805,-102,36,60,400,27,15,59,1
5805,-102,35,61,400,26,13,58,1
2447,-101,76,81,379,4,10,55,0
5805,-102,41,60,400,27,16,58,1
5805,-102,27,58,402,29,17,57,1
5805,-102,34,79,382,11,10,57,1
5805,-102,46,60,401,27,14,57,1
2462,-101,102,81,379,5,12,55,0
2462,-102,101,77,384,9,11,55,0
5805,-102,49,60,400,26,16,58,1
2462,-102,98,78,383,9,13,56,0
5805,-102,39,59,401,29,14,57,1
5805,-102,40,61,399,26,14,59,1
5805,-102,38,61,399,25,15,59,1
5805,-102,34,60,400,28,14,58,1
2427,-102,53,74,387,6,12,49,0
5240,-102,34,73,388,13,9,57,1
2447,-101,52,81,379,6,12,55,0
2447,-101,51,74,386,3,11,48,0
5805,-102,40,83,378,10,10,59,1
2417,-101,78,75,384,11,7,55,0
5805,-102,40,61,399,26,14,59,1
2417,-102,120,74,387,14,15,53,0
5805,-102,58,61,400,27,13,59,1
5805,-102,37,60,401,28,15,57,1
2447,-101,50,74,386,5,13,50,0
5240,-102,29,75,385,13,9,58,1
2437,-102,54,81,380,5,7,55,0
2427,-102,35,81,380,8,11,56,0
2462,-101,79,81,379,6,13,56,0
2422,-101,49,81,379,4,12,56,0
2417,-103,97,81,381,8,15,57,0
2447,-101,48,74,386,5,13,48,0
2462,-102,59,81,380,6,13,57,0
2447,-101,31,81,379,4,13,54,0
5805,-102,32,80,380,10,7,58,1
2422,-102,41,81,380,7,12,54,0
2422,-102,78,69,391,12,16,49,0
2427,-102,23,81,380,5,13,55,0
2457,-101,97,74,386,5,14,52,0
2442,-101,97,69,391,5,14,49,0
2432,-102,39,81,380,5,15,56,0
5805,-102,38,61,400,27,16,59,1
2442,-101,38,74,386,3,14,49,0
2462,-102,32,74,386,8,13,49,0
5805,-102,38,61,399,26,16,59,1
5805,-102,33,60,401,27,15,58,1
2442,-101,64,78,382,8,14,55,0
2462,-102,57,81,380,6,14,57,0
2412,-108,89,81,386,12,14,55,0
2452,-102,39,68,392,18,6,52,0
5805,-102,37,61,399,26,14,59,1
5805,-102,40,60,400,28,15,59,1
5805,-102,36,60,400,26,15,58,1
5805,-102,29,59,401,28,16,57,1
2452,-101,38,81,379,6,9,57,0
2432,-101,62,76,384,10,15,57,0
2437,-101,43,81,379,4,12,56,0
5805,-102,38,61,399,27,16,60,1
5805,-102,49,62,399,26,16,60,1
5805,-102,44,61,400,27,18,59,1
5805,-102,29,59,401,28,14,57,1
5805,-102,38,79,382,11,9,58,1
2432,-102,61,81,380,12,12,58,0
5805,-102,38,60,400,27,16,58,1
5805,-102,38,61,400,27,15,59,1
5805,-102,33,61,399,26,13,58,1
5805,-102,37,61,399,26,15,59,1
2462,-102,26,81,380,5,14,54,0
5805,-102,40,61,399,27,15,59,1
2432,-102,99,74,387,5,14,50,0
5805,-102,34,61,400,28,16,59,1
2412,-109,38,81,387,11,12,56,0
5805,-102,36,60,401,28,15,58,1
2422,-101,54,74,386,12,10,57,0
2457,-101,95,81,379,7,12,56,0
5805,-102,49,62,399,26,14,60,1
5745,-102,64,83,377,11,9,60,1
2442,-101,45,74,386,5,8,48,0
5180,-102,40,75,385,11,9,59,1
2427,-102,46,81,380,4,12,54,0
2432,-102,47,78,382,11,12,57,0
2442,-101,91,81,379,5,10,55,0
